"","SubjectID_unique","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept","Slope","skill_dif","Side"
"2414","17_2","17","Male",20,"Stim\r17y11g38b07.jpeg","Stim\r11y10g06b19.jpeg",17,11,11,10,38,6,7,19,-4,-1,1,1,1.157,0.871,2,"gul","20_17",-1,0,0,"Right_lead","Male","Female","stick",0.133297342848744,0.233435382677205,1.13095031207238,"right"
"2418","17_2","17","Male",20,"Stim\r14y08g21b39.jpeg","Stim\r12y09g30b18.jpeg",14,12,8,9,21,30,39,18,2,-1,1,0,2.241,5.797,2,"grøn","20_17",9,1,0,"Right_lead","Male","Female","surrender",0.133297342848744,0.233435382677205,1.13095031207238,"right"
"2419","17_2","17","Male",20,"Stim\r11y10g06b19.jpeg","Stim\r05y09g02b34.jpeg",11,5,10,9,6,2,19,34,-4,-1,1,1,1.312,0.79,2,"grøn","20_17",-4,0,0,"Right_lead","Male","Female","stick",0.133297342848744,0.233435382677205,1.13095031207238,"right"
"2420","17_2","17","Male",20,"Stim\r14y10g15b15.jpeg","Stim\r02y10g14b11.jpeg",14,2,10,10,15,14,15,11,4,1,0,0,1.351,0.669,2,"grøn","20_17",-1,1,1,"Right_lead","Male","Female","stick",0.133297342848744,0.233435382677205,1.13095031207238,"right"
"2421","18_1","18","Female",21,"Stim\r13y21g23b09.jpeg","Stim\r15y17g24b30.jpeg",13,15,21,17,23,24,9,30,-3,-1,0,0,2.376,8.138,1,"rød","20_18",2,0,0,"Right_lead","Female","Female","stick",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2422","18_1","18","Female",21,"Stim\r18y13g28b06.jpeg","Stim\r14y12g04b29.jpeg",18,14,13,12,28,4,6,29,2,-1,0,1,5.861,4.408,1,"rød","20_18",-4,1,0,"Right_lead","Female","Female","surrender",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2429","18_1","18","Female",21,"Stim\r18y19g14b27.jpeg","Stim\r11y13g22b35.jpeg",18,11,19,13,14,22,27,35,-2,1,1,0,2.104,3.269,1,"rød","20_18",-7,0,1,"Right_lead","Female","Female","surrender",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2433","18_1","18","Female",21,"Stim\r11y14g08b23.jpeg","Stim\r09y17g32b21.jpeg",11,9,14,17,8,32,23,21,3,1,0,0,1.363,3.079,1,"blå","20_18",-2,1,1,"Right_lead","Female","Female","stick",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2434","18_1","18","Female",21,"Stim\r06y36g16b14.jpeg","Stim\r02y10g14b11.jpeg",6,2,36,10,16,14,14,11,2,1,0,0,1.703,3.018,1,"blå","20_18",-3,1,1,"Right_lead","Female","Female","stick",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2435","18_1","18","Female",21,"Stim\r18y19g14b27.jpeg","Stim\r09y17g32b21.jpeg",18,9,19,17,14,32,27,21,3,-1,0,1,1.622,3.499,1,"blå","20_18",-6,1,0,"Right_lead","Female","Female","surrender",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2436","18_1","18","Female",21,"Stim\r09y02g05b02.jpeg","Stim\r15y16g12b03.jpeg",9,15,2,16,5,12,2,3,2,-1,1,0,3.208,4.652,1,"blå","20_18",1,1,0,"Right_lead","Female","Female","surrender",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2437","18_1","18","Female",21,"Stim\r06y19g29b08.jpeg","Stim\r16y21g04b04.jpeg",6,16,19,21,29,4,8,4,2,-1,0,1,1.361,2.119,1,"blå","20_18",-4,1,0,"Right_lead","Female","Female","surrender",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2439","18_1","18","Female",21,"Stim\r07y02g03b06.jpeg","Stim\r03y03g02b05.jpeg",7,3,2,3,3,2,6,5,1,-1,1,0,2.141,2.996,1,"gul","20_18",1,1,0,"Right_lead","Female","Female","surrender",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2440","18_1","18","Female",21,"Stim\r09y02g05b02.jpeg","Stim\r03y03g02b05.jpeg",9,3,2,3,5,2,2,5,2,-1,1,0,2.492,1.879,1,"gul","20_18",1,1,0,"Right_lead","Female","Female","surrender",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2441","18_1","18","Female",21,"Stim\r12y07g16b25.jpeg","Stim\r08y09g09b11.jpeg",12,8,7,9,16,9,25,11,4,1,1,1,1.416,2.996,1,"gul","20_18",2,1,1,"Right_lead","Female","Female","stick",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2442","18_1","18","Female",21,"Stim\r11y10g06b19.jpeg","Stim\r17y11g38b07.jpeg",11,17,10,11,6,38,19,7,3,1,1,1,1.279,2.072,1,"gul","20_18",1,1,1,"Right_lead","Female","Female","stick",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2443","18_1","18","Female",21,"Stim\r18y13g28b06.jpeg","Stim\r08y09g09b11.jpeg",18,8,13,9,28,9,6,11,2,1,0,0,1.262,2.103,1,"gul","20_18",-4,1,1,"Right_lead","Female","Female","stick",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2449","18_1","18","Female",21,"Stim\r22y23g20b06.jpeg","Stim\r03y06g12b09.jpeg",22,3,23,6,20,12,6,9,4,1,0,0,1.49,2.161,1,"grøn","20_18",-8,1,1,"Right_lead","Female","Female","stick",0.495127272242649,0.213282691788241,0.93541408967439,"right"
"2450","18_2","18","Female",21,"Stim\r09y07g06b09.jpeg","Stim\r08y12g20b03.jpeg",9,8,7,12,6,20,9,3,3,1,0,0,1.251,2.115,2,"rød","19_18",-1,1,1,"Right_lead","Female","Male","stick",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2451","18_2","18","Female",21,"Stim\r08y12g20b03.jpeg","Stim\r10y37g07b02.jpeg",8,10,12,37,20,7,3,2,2,-1,1,0,1.386,3.039,2,"rød","19_18",2,1,0,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2453","18_2","18","Female",21,"Stim\r09y06g26b32.jpeg","Stim\r10y37g07b02.jpeg",9,10,6,37,26,7,32,2,2,-1,1,0,1.917,2.628,2,"rød","19_18",1,1,0,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2454","18_2","18","Female",21,"Stim\r14y20g16b10.jpeg","Stim\r10y13g07b36.jpeg",14,10,20,13,16,7,10,36,4,1,0,0,1.414,1.459,2,"rød","19_18",-4,1,1,"Right_lead","Female","Male","stick",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2457","18_2","18","Female",21,"Stim\r04y28g27b06.jpeg","Stim\r06y14g31b25.jpeg",4,6,28,14,27,31,6,25,1,-1,1,0,2.146,1.815,2,"rød","19_18",2,1,0,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2458","18_2","18","Female",21,"Stim\r10y07g11b10.jpeg","Stim\r14y12g04b29.jpeg",10,14,7,12,11,4,10,29,3,-1,1,0,2.081,1.237,2,"rød","19_18",4,1,0,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2459","18_2","18","Female",21,"Stim\r12y07g07b17.jpeg","Stim\r15y16g12b03.jpeg",12,15,7,16,7,12,17,3,-3,1,0,1,1.821,1.374,2,"rød","19_18",3,0,1,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2463","18_2","18","Female",21,"Stim\r07y02g03b06.jpeg","Stim\r13y21g23b09.jpeg",7,13,2,21,3,23,6,9,-2,1,0,1,3.475,1.371,2,"blå","19_18",3,0,1,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2465","18_2","18","Female",21,"Stim\r17y20g40b07.jpeg","Stim\r08y12g20b03.jpeg",17,8,20,12,40,20,7,3,2,-1,0,1,2.253,1.819,2,"blå","19_18",-4,1,0,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2470","18_2","18","Female",21,"Stim\r11y13g22b35.jpeg","Stim\r17y11g38b07.jpeg",11,17,13,11,22,38,35,7,-3,1,1,0,2.764,1.393,2,"gul","19_18",-2,0,1,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2471","18_2","18","Female",21,"Stim\r02y19g24b04.jpeg","Stim\r09y17g32b21.jpeg",2,9,19,17,24,32,4,21,-3,1,1,0,2.816,1.163,2,"gul","19_18",-2,0,1,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2472","18_2","18","Female",21,"Stim\r20y04g39b23.jpeg","Stim\r09y02g05b02.jpeg",20,9,4,2,39,5,23,2,4,1,0,0,1.858,1.726,2,"gul","19_18",-2,1,1,"Right_lead","Female","Male","stick",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2473","18_2","18","Female",21,"Stim\r16y21g04b04.jpeg","Stim\r17y20g40b07.jpeg",16,17,21,20,4,40,4,7,-4,1,1,0,1.507,4.994,2,"gul","19_18",-1,0,1,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2474","18_2","18","Female",21,"Stim\r09y06g26b32.jpeg","Stim\r03y03g02b05.jpeg",9,3,6,3,26,2,32,5,-3,1,1,0,2.117,1.664,2,"gul","19_18",-3,0,1,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2476","18_2","18","Female",21,"Stim\r13y21g23b09.jpeg","Stim\r15y17g24b30.jpeg",13,15,21,17,23,24,9,30,-3,1,0,1,3.406,1.237,2,"grøn","19_18",1,0,1,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2477","18_2","18","Female",21,"Stim\r01y27g01b01.jpeg","Stim\r21y01g04b27.jpeg",1,21,27,1,1,4,1,27,4,1,1,1,2.19,1.711,2,"grøn","19_18",3,1,1,"Right_lead","Female","Male","stick",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2478","18_2","18","Female",21,"Stim\r11y10g06b19.jpeg","Stim\r21y01g04b27.jpeg",11,21,10,1,6,4,19,27,-3,-1,1,1,1.114,2.043,2,"grøn","19_18",-2,0,0,"Right_lead","Female","Male","stick",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2479","18_2","18","Female",21,"Stim\r08y23g10b29.jpeg","Stim\r12y07g07b17.jpeg",8,12,23,7,10,7,29,17,-2,-1,1,1,2.65,4.45,2,"grøn","19_18",-3,0,0,"Right_lead","Female","Male","stick",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2481","18_2","18","Female",21,"Stim\r03y11g01b26.jpeg","Stim\r16y21g04b04.jpeg",3,16,11,21,1,4,26,4,-1,1,0,1,2.431,1.643,2,"grøn","19_18",3,0,1,"Right_lead","Female","Male","surrender",0.171942848344381,0.218663522340393,1.0188829622341,"right"
"2482","2_1","2","Female",25,"Stim\r18y13g28b06.jpeg","Stim\r17y22g16b15.jpeg",18,17,13,22,28,16,6,15,1,1,0,0,3.125,4.146,1,"rød","4_2",-1,1,1,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2483","2_1","2","Female",25,"Stim\r03y06g12b09.jpeg","Stim\r04y16g13b13.jpeg",3,4,6,16,12,13,9,13,1,-1,1,0,2.425,3.904,1,"rød","4_2",1,1,0,"Right_lead","Female","Female","surrender",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2485","2_1","2","Female",25,"Stim\r07y14g27b22.jpeg","Stim\r09y06g26b32.jpeg",7,9,14,6,27,26,22,32,3,1,1,1,1.988,2.259,1,"rød","4_2",2,1,1,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2488","2_1","2","Female",25,"Stim\r21y01g04b27.jpeg","Stim\r20y14g02b19.jpeg",21,20,1,14,4,2,27,19,2,1,0,0,2.837,2.07,1,"rød","4_2",-1,1,1,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2489","2_1","2","Female",25,"Stim\r22y02g34b05.jpeg","Stim\r19y10g06b15.jpeg",22,19,2,10,34,6,5,15,-4,-1,1,1,1.801,4.373,1,"rød","4_2",-3,0,0,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2494","2_1","2","Female",25,"Stim\r06y14g31b25.jpeg","Stim\r21y01g04b27.jpeg",6,21,14,1,31,4,25,27,2,1,1,1,2.436,2.209,1,"blå","4_2",2,1,1,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2497","2_1","2","Female",25,"Stim\r07y14g27b22.jpeg","Stim\r20y04g39b23.jpeg",7,20,14,4,27,39,22,23,-3,-1,0,0,2.193,3.661,1,"blå","4_2",1,0,0,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2501","2_1","2","Female",25,"Stim\r14y08g21b39.jpeg","Stim\r11y13g22b35.jpeg",14,11,8,13,21,22,39,35,2,1,0,0,1.881,2.142,1,"blå","4_2",-4,1,1,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2504","2_1","2","Female",25,"Stim\r06y14g31b25.jpeg","Stim\r03y11g01b26.jpeg",6,3,14,11,31,1,25,26,1,-1,0,1,2.45,2.304,1,"gul","4_2",-3,1,0,"Right_lead","Female","Female","surrender",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2505","2_1","2","Female",25,"Stim\r05y09g02b34.jpeg","Stim\r09y06g26b32.jpeg",5,9,9,6,2,26,34,32,1,-1,0,1,1.525,1.837,1,"gul","4_2",-3,1,0,"Right_lead","Female","Female","surrender",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2507","2_1","2","Female",25,"Stim\r18y13g28b06.jpeg","Stim\r03y11g01b26.jpeg",18,3,13,11,28,1,6,26,2,1,0,0,1.789,2.481,1,"gul","4_2",-2,1,1,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2509","2_1","2","Female",25,"Stim\r11y10g06b19.jpeg","Stim\r09y07g06b09.jpeg",11,9,10,7,6,6,19,9,2,-1,0,1,3.605,2.456,1,"gul","4_2",-3,1,0,"Right_lead","Female","Female","surrender",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2512","2_1","2","Female",25,"Stim\r04y28g27b06.jpeg","Stim\r06y19g29b08.jpeg",4,6,28,19,27,29,6,8,-2,-1,0,0,1.604,2.528,1,"grøn","4_2",2,0,0,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2517","2_1","2","Female",25,"Stim\r04y39g24b15.jpeg","Stim\r10y27g22b14.jpeg",4,10,39,27,24,22,15,14,2,1,0,0,1.513,4.125,1,"grøn","4_2",-2,1,1,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2519","2_1","2","Female",25,"Stim\r04y16g13b13.jpeg","Stim\r15y05g12b10.jpeg",4,15,16,5,13,12,13,10,1,-1,0,1,1.768,2.373,1,"grøn","4_2",-1,1,0,"Right_lead","Female","Female","surrender",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2521","2_1","2","Female",25,"Stim\r05y40g33b16.jpeg","Stim\r22y02g34b05.jpeg",5,22,40,2,33,34,16,5,-2,-1,0,0,1.122,2.863,1,"grøn","4_2",1,0,0,"Right_lead","Female","Female","stick",0.328282325368408,0.210655883936341,0.972552365068181,"right"
"2522","2_2","2","Female",25,"Stim\r03y11g01b26.jpeg","Stim\r04y39g24b15.jpeg",3,4,11,39,1,24,26,15,1,1,1,1,1.549,3.263,2,"rød","3_2",1,1,1,"Right_lead","Female","Male","stick",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2524","2_2","2","Female",25,"Stim\r10y03g03b07.jpeg","Stim\r06y14g31b25.jpeg",10,6,3,14,3,31,7,25,-3,-1,1,1,1.288,2.4,2,"rød","3_2",-4,0,0,"Right_lead","Female","Male","stick",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2525","2_2","2","Female",25,"Stim\r13y21g23b09.jpeg","Stim\r12y07g16b25.jpeg",13,12,21,7,23,16,9,25,-1,1,1,0,1.083,2.007,2,"rød","3_2",-1,0,1,"Right_lead","Female","Male","surrender",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2526","2_2","2","Female",25,"Stim\r22y02g34b05.jpeg","Stim\r19y10g06b15.jpeg",22,19,2,10,34,6,5,15,2,-1,0,1,1.298,1.528,2,"rød","3_2",-3,1,0,"Right_lead","Female","Male","surrender",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2528","2_2","2","Female",25,"Stim\r15y16g12b03.jpeg","Stim\r13y33g08b23.jpeg",15,13,16,33,12,8,3,23,3,1,0,0,1.504,1.51,2,"rød","3_2",-2,1,1,"Right_lead","Female","Male","stick",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2529","2_2","2","Female",25,"Stim\r10y07g11b10.jpeg","Stim\r14y10g15b15.jpeg",10,14,7,10,11,15,10,15,1,-1,1,0,0.898,1.799,2,"rød","3_2",4,1,0,"Right_lead","Female","Male","surrender",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2530","2_2","2","Female",25,"Stim\r09y17g32b21.jpeg","Stim\r05y40g33b16.jpeg",9,5,17,40,32,33,21,16,-2,-1,1,1,1.184,1.53,2,"rød","3_2",-4,0,0,"Right_lead","Female","Male","stick",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2531","2_2","2","Female",25,"Stim\r16y21g04b04.jpeg","Stim\r14y10g15b15.jpeg",16,14,21,10,4,15,4,15,2,1,0,0,1.123,1.463,2,"rød","3_2",-2,1,1,"Right_lead","Female","Male","stick",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2537","2_2","2","Female",25,"Stim\r10y37g07b02.jpeg","Stim\r05y40g33b16.jpeg",10,5,37,40,7,33,2,16,1,-1,1,0,27.583,2.439,2,"gul","3_2",3,1,0,"Right_lead","Female","Male","surrender",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2542","2_2","2","Female",25,"Stim\r22y35g09b11.jpeg","Stim\r04y39g24b15.jpeg",22,4,35,39,9,24,11,15,2,-1,1,0,1.761,2.253,2,"gul","3_2",4,1,0,"Right_lead","Female","Male","surrender",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2543","2_2","2","Female",25,"Stim\r14y10g15b15.jpeg","Stim\r17y11g38b07.jpeg",14,17,10,11,15,38,15,7,-1,-1,0,0,1.634,2.575,2,"gul","3_2",1,0,0,"Right_lead","Female","Male","stick",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2544","2_2","2","Female",25,"Stim\r17y22g16b15.jpeg","Stim\r22y23g20b06.jpeg",17,22,22,23,16,20,15,6,2,1,1,1,1.384,1.56,2,"gul","3_2",1,1,1,"Right_lead","Female","Male","stick",0.400489496043858,0.221830794356276,1.01671236783565,"right"
"2553","22_1","22","Female",24,"Stim\r12y07g16b25.jpeg","Stim\r13y21g23b09.jpeg",12,13,7,21,16,23,25,9,1,-1,1,0,3.898,6.345,1,"rød","23_22",1,1,0,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2555","22_1","22","Female",24,"Stim\r17y07g07b24.jpeg","Stim\r21y24g16b04.jpeg",17,21,7,24,7,16,24,4,-1,1,0,1,1.407,2.331,1,"rød","23_22",4,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2556","22_1","22","Female",24,"Stim\r16y09g06b10.jpeg","Stim\r13y21g23b09.jpeg",16,13,9,21,6,23,10,9,1,1,0,0,2.739,3.472,1,"rød","23_22",-3,1,1,"Right_lead","Female","Male","stick",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2558","22_1","22","Female",24,"Stim\r03y11g01b26.jpeg","Stim\r02y10g14b11.jpeg",3,2,11,10,1,14,26,11,1,-1,0,1,1.241,3.815,1,"rød","23_22",-1,1,0,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2560","22_1","22","Female",24,"Stim\r21y03g15b37.jpeg","Stim\r17y11g38b07.jpeg",21,17,3,11,15,38,37,7,-1,1,1,0,2.608,2.145,1,"rød","23_22",-4,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2563","22_1","22","Female",24,"Stim\r18y13g28b06.jpeg","Stim\r15y16g12b03.jpeg",18,15,13,16,28,12,6,3,1,-1,0,1,2.849,3.197,1,"blå","23_22",-3,1,0,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2564","22_1","22","Female",24,"Stim\r08y09g09b11.jpeg","Stim\r11y10g06b19.jpeg",8,11,9,10,9,6,11,19,-1,1,0,1,2.343,4.489,1,"blå","23_22",8,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2566","22_1","22","Female",24,"Stim\r09y07g06b09.jpeg","Stim\r19y15g35b05.jpeg",9,19,7,15,6,35,9,5,-1,1,1,0,3.616,4.61,1,"blå","23_22",-4,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2567","22_1","22","Female",24,"Stim\r03y03g02b05.jpeg","Stim\r03y06g12b09.jpeg",3,3,3,6,2,12,5,9,-1,1,0,1,1.118,1.926,1,"gul","23_22",3,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2568","22_1","22","Female",24,"Stim\r18y13g28b06.jpeg","Stim\r11y10g06b19.jpeg",18,11,13,10,28,6,6,19,-1,1,1,0,1.161,3.881,1,"gul","23_22",-3,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2570","22_1","22","Female",24,"Stim\r22y23g20b06.jpeg","Stim\r13y21g23b09.jpeg",22,13,23,21,20,23,6,9,-1,1,1,0,2.144,3.557,1,"gul","23_22",-2,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2573","22_1","22","Female",24,"Stim\r21y24g16b04.jpeg","Stim\r21y03g15b37.jpeg",21,21,24,3,16,15,4,37,-1,1,1,0,1.823,1.538,1,"grøn","23_22",-1,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2576","22_1","22","Female",24,"Stim\r22y35g09b11.jpeg","Stim\r11y10g06b19.jpeg",22,11,35,10,9,6,11,19,1,-1,0,1,4.163,3.082,1,"grøn","23_22",-3,1,0,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2577","22_1","22","Female",24,"Stim\r09y07g06b09.jpeg","Stim\r14y12g04b29.jpeg",9,14,7,12,6,4,9,29,-2,-1,1,1,1.216,2.693,1,"grøn","23_22",-2,0,0,"Right_lead","Female","Male","stick",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2578","22_1","22","Female",24,"Stim\r18y13g28b06.jpeg","Stim\r19y15g35b05.jpeg",18,19,13,15,28,35,6,5,-1,1,0,1,1.004,1.487,1,"grøn","23_22",7,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2579","22_1","22","Female",24,"Stim\r09y06g26b32.jpeg","Stim\r02y19g24b04.jpeg",9,2,6,19,26,24,32,4,-2,-1,1,1,1.577,1.553,1,"grøn","23_22",-2,0,0,"Right_lead","Female","Male","stick",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2580","22_1","22","Female",24,"Stim\r14y20g16b10.jpeg","Stim\r09y15g18b07.jpeg",14,9,20,15,16,18,10,7,-1,1,0,1,1.633,1.272,1,"grøn","23_22",2,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2582","22_1","22","Female",24,"Stim\r20y14g02b19.jpeg","Stim\r03y11g01b26.jpeg",20,3,14,11,2,1,19,26,-1,1,1,0,1.724,1.114,1,"grøn","23_22",-1,0,1,"Right_lead","Female","Male","surrender",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2583","22_1","22","Female",24,"Stim\r02y10g14b11.jpeg","Stim\r04y16g13b13.jpeg",2,4,10,16,14,13,11,13,-1,-1,1,1,1.803,1.687,1,"grøn","23_22",-1,0,0,"Right_lead","Female","Male","stick",-0.290158329455213,0.207884742150595,1.02263623392608,"right"
"2587","22_2","22","Female",23,"Stim\r10y13g07b36.jpeg","Stim\r08y09g09b11.jpeg",10,8,13,9,7,9,36,11,1,-1,0,1,3.976,1.902,2,"rød","24_22",-2,1,0,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2591","22_2","22","Female",23,"Stim\r06y36g16b14.jpeg","Stim\r05y28g23b30.jpeg",6,5,36,28,16,23,14,30,-1,1,1,0,1.389,1.134,2,"rød","24_22",-1,0,1,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2592","22_2","22","Female",23,"Stim\r22y35g09b11.jpeg","Stim\r21y01g04b27.jpeg",22,21,35,1,9,4,11,27,-1,1,1,0,1.037,1.583,2,"rød","24_22",-1,0,1,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2593","22_2","22","Female",23,"Stim\r12y12g14b26.jpeg","Stim\r15y17g24b30.jpeg",12,15,12,17,14,24,26,30,2,1,1,1,1.191,2.971,2,"rød","24_22",3,1,1,"Right_lead","Female","Female","stick",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2599","22_2","22","Female",23,"Stim\r14y20g16b10.jpeg","Stim\r10y03g03b07.jpeg",14,10,20,3,16,3,10,7,-1,1,1,0,2.297,1.082,2,"blå","24_22",-3,0,1,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2604","22_2","22","Female",23,"Stim\r10y07g11b10.jpeg","Stim\r17y11g38b07.jpeg",10,17,7,11,11,38,10,7,1,-1,1,0,0.861,1.215,2,"gul","24_22",4,1,0,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2605","22_2","22","Female",23,"Stim\r15y05g12b10.jpeg","Stim\r05y09g02b34.jpeg",15,5,5,9,12,2,10,34,-1,-1,0,0,1.8,1.654,2,"gul","24_22",4,0,0,"Right_lead","Female","Female","stick",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2606","22_2","22","Female",23,"Stim\r21y24g16b04.jpeg","Stim\r17y22g16b15.jpeg",21,17,24,22,16,16,4,15,1,-1,0,1,1.084,0.913,2,"gul","24_22",-2,1,0,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2610","22_2","22","Female",23,"Stim\r18y19g14b27.jpeg","Stim\r13y21g23b09.jpeg",18,13,19,21,14,23,27,9,-2,-1,0,0,1.697,1.704,2,"gul","24_22",2,0,0,"Right_lead","Female","Female","stick",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2612","22_2","22","Female",23,"Stim\r08y09g09b11.jpeg","Stim\r15y16g12b03.jpeg",8,15,9,16,9,12,11,3,1,-1,1,0,1.115,1.349,2,"gul","24_22",7,1,0,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
