"","SubjectID_unique","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept","Slope","skill_dif","Side"
"2619","22_2","22","Female",23,"Stim\r10y02g36b05.jpeg","Stim\r20y04g39b23.jpeg",10,20,2,4,36,39,5,23,1,-1,1,0,2.438,1.434,2,"grøn","24_22",3,1,0,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2620","22_2","22","Female",23,"Stim\r04y16g13b13.jpeg","Stim\r12y12g14b26.jpeg",4,12,16,12,13,14,13,26,-1,1,0,1,2.408,1.143,2,"grøn","24_22",1,0,1,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2621","22_2","22","Female",23,"Stim\r21y31g06b08.jpeg","Stim\r21y01g04b27.jpeg",21,21,31,1,6,4,8,27,1,1,0,0,0.723,1.228,2,"grøn","24_22",-2,1,1,"Right_lead","Female","Female","stick",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2623","22_2","22","Female",23,"Stim\r02y19g24b04.jpeg","Stim\r22y23g20b06.jpeg",2,22,19,23,24,20,4,6,1,-1,0,1,1.533,1.213,2,"grøn","24_22",-4,1,0,"Right_lead","Female","Female","surrender",0.04337655957363,0.215782376568046,1.0620932448331,"right"
"2624","23_2","23","Male",24,"Stim\r07y14g27b22.jpeg","Stim\r08y12g20b03.jpeg",7,8,14,12,27,20,22,3,-1,1,0,1,2.073,2.642,2,"rød","21_23",1,0,1,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2625","23_2","23","Male",24,"Stim\r21y31g06b08.jpeg","Stim\r19y10g06b15.jpeg",21,19,31,10,6,6,8,15,3,1,0,0,2.177,3.595,2,"rød","21_23",-2,1,1,"Right_lead","Male","Male","stick",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2626","23_2","23","Male",24,"Stim\r17y12g19b18.jpeg","Stim\r15y05g12b10.jpeg",17,15,12,5,19,12,18,10,2,-1,0,1,1.214,2.697,2,"rød","21_23",-2,1,0,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2628","23_2","23","Male",24,"Stim\r22y02g34b05.jpeg","Stim\r19y10g06b15.jpeg",22,19,2,10,34,6,5,15,-1,1,1,0,2.801,2.077,2,"rød","21_23",-3,0,1,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2629","23_2","23","Male",24,"Stim\r15y16g12b03.jpeg","Stim\r19y10g06b15.jpeg",15,19,16,10,12,6,3,15,3,1,1,1,3.554,1.192,2,"rød","21_23",4,1,1,"Right_lead","Male","Male","stick",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2630","23_2","23","Male",24,"Stim\r17y07g07b24.jpeg","Stim\r07y14g27b22.jpeg",17,7,7,14,7,27,24,22,-2,1,1,0,1.835,1.513,2,"blå","21_23",-2,0,1,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2632","23_2","23","Male",24,"Stim\r10y13g07b36.jpeg","Stim\r11y13g22b35.jpeg",10,11,13,13,7,22,36,35,-2,1,1,0,1.931,2.695,2,"blå","21_23",-1,0,1,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2633","23_2","23","Male",24,"Stim\r17y11g38b07.jpeg","Stim\r04y39g24b15.jpeg",17,4,11,39,38,24,7,15,-1,1,0,1,1.977,2.128,2,"blå","21_23",8,0,1,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2634","23_2","23","Male",24,"Stim\r18y19g14b27.jpeg","Stim\r14y12g04b29.jpeg",18,14,19,12,14,4,27,29,-1,1,0,1,2.336,1.494,2,"blå","21_23",2,0,1,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2635","23_2","23","Male",24,"Stim\r06y36g16b14.jpeg","Stim\r14y20g16b10.jpeg",6,14,36,20,16,16,14,10,-1,1,1,0,2.106,0.881,2,"blå","21_23",-4,0,1,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2637","23_2","23","Male",24,"Stim\r21y31g06b08.jpeg","Stim\r07y02g03b06.jpeg",21,7,31,2,6,3,8,6,1,1,0,0,1.226,1.913,2,"blå","21_23",-2,1,1,"Right_lead","Male","Male","stick",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2641","23_2","23","Male",24,"Stim\r16y09g06b10.jpeg","Stim\r17y12g19b18.jpeg",16,17,9,12,6,19,10,18,1,-1,1,0,1.679,1.328,2,"gul","21_23",3,1,0,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2648","23_2","23","Male",24,"Stim\r15y17g24b30.jpeg","Stim\r11y13g22b35.jpeg",15,11,17,13,24,22,30,35,-2,-1,1,1,2.04,1.275,2,"gul","21_23",-4,0,0,"Right_lead","Male","Male","stick",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2649","23_2","23","Male",24,"Stim\r07y06g08b05.jpeg","Stim\r08y23g10b29.jpeg",7,8,6,23,8,10,5,29,2,1,1,1,1.969,1.275,2,"grøn","21_23",2,1,1,"Right_lead","Male","Male","stick",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2650","23_2","23","Male",24,"Stim\r14y10g15b15.jpeg","Stim\r06y36g16b14.jpeg",14,6,10,36,15,16,15,14,-2,-1,0,0,1.341,1.159,2,"grøn","21_23",1,0,0,"Right_lead","Male","Male","stick",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2651","23_2","23","Male",24,"Stim\r12y09g30b18.jpeg","Stim\r09y17g32b21.jpeg",12,9,9,17,30,32,18,21,3,-1,1,0,1.335,4.813,2,"grøn","21_23",2,1,0,"Right_lead","Male","Male","surrender",0.212211173277907,0.225849761195078,1.05005531425867,"right"
"2657","24_1","24","Female",25,"Stim\r20y04g39b23.jpeg","Stim\r12y07g07b17.jpeg",20,12,4,7,39,7,23,17,1,-1,0,1,2.835,8.771,1,"rød","21_24",-8,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2659","24_1","24","Female",25,"Stim\r04y39g24b15.jpeg","Stim\r10y02g36b05.jpeg",4,10,39,2,24,36,15,5,1,-1,1,0,2.576,4.714,1,"rød","21_24",6,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2664","24_1","24","Female",25,"Stim\r04y28g27b06.jpeg","Stim\r08y12g20b03.jpeg",4,8,28,12,27,20,6,3,-1,1,0,1,2.006,2.034,1,"rød","21_24",4,0,1,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2668","24_1","24","Female",25,"Stim\r11y14g08b23.jpeg","Stim\r20y14g02b19.jpeg",11,20,14,14,8,2,23,19,2,-1,0,1,1.587,3.607,1,"blå","21_24",-4,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2669","24_1","24","Female",25,"Stim\r14y20g16b10.jpeg","Stim\r06y19g29b08.jpeg",14,6,20,19,16,29,10,8,1,1,0,0,2.137,4.059,1,"blå","21_24",-2,1,1,"Right_lead","Female","Male","stick",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2671","24_1","24","Female",25,"Stim\r06y19g29b08.jpeg","Stim\r04y28g27b06.jpeg",6,4,19,28,29,27,8,6,1,-1,0,1,2.431,2.129,1,"blå","21_24",-2,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2672","24_1","24","Female",25,"Stim\r17y12g19b18.jpeg","Stim\r06y36g16b14.jpeg",17,6,12,36,19,16,18,14,-2,1,1,0,2.906,4.05,1,"blå","21_24",-4,0,1,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2675","24_1","24","Female",25,"Stim\r14y10g15b15.jpeg","Stim\r17y12g19b18.jpeg",14,17,10,12,15,19,15,18,1,1,1,1,1.45,2.844,1,"blå","21_24",3,1,1,"Right_lead","Female","Male","stick",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2676","24_1","24","Female",25,"Stim\r03y03g02b05.jpeg","Stim\r03y11g01b26.jpeg",3,3,3,11,2,1,5,26,1,-1,1,0,0.99,1.826,1,"gul","21_24",8,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2678","24_1","24","Female",25,"Stim\r06y19g29b08.jpeg","Stim\r15y17g24b30.jpeg",6,15,19,17,29,24,8,30,2,1,0,0,2.018,3.567,1,"gul","21_24",-2,1,1,"Right_lead","Female","Male","stick",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2681","24_1","24","Female",25,"Stim\r22y23g20b06.jpeg","Stim\r07y14g27b22.jpeg",22,7,23,14,20,27,6,22,1,-1,0,1,3.946,1.765,1,"gul","21_24",-9,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2682","24_1","24","Female",25,"Stim\r02y19g24b04.jpeg","Stim\r13y21g23b09.jpeg",2,13,19,21,24,23,4,9,1,-1,1,0,1.943,1.61,1,"gul","21_24",2,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2683","24_1","24","Female",25,"Stim\r21y24g16b04.jpeg","Stim\r04y16g13b13.jpeg",21,4,24,16,16,13,4,13,2,-1,0,1,6.587,2.927,1,"gul","21_24",-8,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2690","24_1","24","Female",25,"Stim\r19y10g06b15.jpeg","Stim\r06y14g31b25.jpeg",19,6,10,14,6,31,15,25,2,1,1,1,1.745,2.043,1,"gul","21_24",4,1,1,"Right_lead","Female","Male","stick",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2693","24_1","24","Female",25,"Stim\r10y07g11b10.jpeg","Stim\r15y05g12b10.jpeg",10,15,7,5,11,12,10,10,2,1,1,1,1.219,1.892,1,"grøn","21_24",1,1,1,"Right_lead","Female","Male","stick",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2695","24_1","24","Female",25,"Stim\r14y08g21b39.jpeg","Stim\r17y12g19b18.jpeg",14,17,8,12,21,19,39,18,1,1,0,0,5.117,1.564,1,"grøn","21_24",-2,1,1,"Right_lead","Female","Male","stick",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2696","24_1","24","Female",25,"Stim\r04y39g24b15.jpeg","Stim\r10y27g22b14.jpeg",4,10,39,27,24,22,15,14,1,-1,0,1,2.571,2.76,1,"grøn","21_24",-2,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2700","24_1","24","Female",25,"Stim\r20y14g02b19.jpeg","Stim\r21y31g06b08.jpeg",20,21,14,31,2,6,19,8,-1,1,0,1,1.453,2.599,1,"grøn","21_24",4,0,1,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2702","24_1","24","Female",25,"Stim\r09y02g05b02.jpeg","Stim\r19y10g06b15.jpeg",9,19,2,10,5,6,2,15,1,-1,1,0,1.103,4.044,1,"grøn","21_24",1,1,0,"Right_lead","Female","Male","surrender",0.525590515282698,0.199451008208545,0.943960807035349,"right"
"2705","27_2","27","Male",23,"Stim\r22y23g20b06.jpeg","Stim\r21y01g04b27.jpeg",22,21,23,1,20,4,6,27,3,1,0,0,1.285,2.226,2,"rød","26_27",-1,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2706","27_2","27","Male",23,"Stim\r13y21g23b09.jpeg","Stim\r15y17g24b30.jpeg",13,15,21,17,23,24,9,30,2,1,1,1,1.263,2.001,2,"rød","26_27",2,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2707","27_2","27","Male",23,"Stim\r08y09g09b11.jpeg","Stim\r10y37g07b02.jpeg",8,10,9,37,9,7,11,2,1,1,1,1,0.938,4.038,2,"rød","26_27",2,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2708","27_2","27","Male",23,"Stim\r22y35g09b11.jpeg","Stim\r21y01g04b27.jpeg",22,21,35,1,9,4,11,27,2,1,0,0,1.207,1.207,2,"rød","26_27",-1,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2710","27_2","27","Male",23,"Stim\r13y24g05b28.jpeg","Stim\r15y16g12b03.jpeg",13,15,24,16,5,12,28,3,3,1,1,1,1.21,1.313,2,"rød","26_27",2,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2712","27_2","27","Male",23,"Stim\r04y28g27b06.jpeg","Stim\r05y28g23b30.jpeg",4,5,28,28,27,23,6,30,-1,-1,0,0,1.745,3.222,2,"rød","26_27",1,0,0,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2713","27_2","27","Male",23,"Stim\r09y02g05b02.jpeg","Stim\r06y14g31b25.jpeg",9,6,2,14,5,31,2,25,-1,1,1,0,1.481,1.73,2,"rød","26_27",-3,0,1,"Right_lead","Male","Female","surrender",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2714","27_2","27","Male",23,"Stim\r14y10g15b15.jpeg","Stim\r10y13g07b36.jpeg",14,10,10,13,15,7,15,36,2,1,0,0,1.388,1.398,2,"rød","26_27",-4,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2716","27_2","27","Male",23,"Stim\r19y15g35b05.jpeg","Stim\r18y13g28b06.jpeg",19,18,15,13,35,28,5,6,-1,-1,0,0,2.219,1.46,2,"blå","26_27",1,0,0,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2717","27_2","27","Male",23,"Stim\r10y27g22b14.jpeg","Stim\r10y07g11b10.jpeg",10,10,27,7,22,11,14,10,1,-1,0,1,1.301,1.955,2,"blå","26_27",-4,1,0,"Right_lead","Male","Female","surrender",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2718","27_2","27","Male",23,"Stim\r15y17g24b30.jpeg","Stim\r18y19g14b27.jpeg",15,18,17,19,24,14,30,27,-3,-1,1,1,1.486,1.329,2,"blå","26_27",-3,0,0,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2722","27_2","27","Male",23,"Stim\r14y10g15b15.jpeg","Stim\r20y14g02b19.jpeg",14,20,10,14,15,2,15,19,1,-1,1,0,1.17,3.302,2,"blå","26_27",4,1,0,"Right_lead","Male","Female","surrender",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2723","27_2","27","Male",23,"Stim\r15y05g12b10.jpeg","Stim\r22y23g20b06.jpeg",15,22,5,23,12,20,10,6,-1,-1,1,1,0.99,1.993,2,"blå","26_27",-4,0,0,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2725","27_2","27","Male",23,"Stim\r09y02g05b02.jpeg","Stim\r10y03g03b07.jpeg",9,10,2,3,5,3,2,7,3,1,1,1,1.258,1.217,2,"gul","26_27",1,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2728","27_2","27","Male",23,"Stim\r02y10g14b11.jpeg","Stim\r12y09g30b18.jpeg",2,12,10,9,14,30,11,18,1,-1,0,1,2.048,2.227,2,"gul","26_27",-1,1,0,"Right_lead","Male","Female","surrender",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2730","27_2","27","Male",23,"Stim\r22y23g20b06.jpeg","Stim\r17y22g16b15.jpeg",22,17,23,22,20,16,6,15,-2,-1,1,1,1.491,1.466,2,"gul","26_27",-1,0,0,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2731","27_2","27","Male",23,"Stim\r10y27g22b14.jpeg","Stim\r22y23g20b06.jpeg",10,22,27,23,22,20,14,6,2,1,0,0,1.267,1.146,2,"gul","26_27",-4,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2733","27_2","27","Male",23,"Stim\r11y10g06b19.jpeg","Stim\r15y16g12b03.jpeg",11,15,10,16,6,12,19,3,-1,-1,0,0,1.488,2.238,2,"grøn","26_27",6,0,0,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2736","27_2","27","Male",23,"Stim\r06y36g16b14.jpeg","Stim\r04y16g13b13.jpeg",6,4,36,16,16,13,14,13,2,1,0,0,1.092,1.244,2,"grøn","26_27",-3,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2737","27_2","27","Male",23,"Stim\r17y11g38b07.jpeg","Stim\r12y09g30b18.jpeg",17,12,11,9,38,30,7,18,-1,1,1,0,2.01,2.139,2,"grøn","26_27",-8,0,1,"Right_lead","Male","Female","surrender",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2739","27_2","27","Male",23,"Stim\r17y22g16b15.jpeg","Stim\r12y12g14b26.jpeg",17,12,22,12,16,14,15,26,3,1,0,0,1.476,1.044,2,"grøn","26_27",-2,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2741","27_2","27","Male",23,"Stim\r10y02g36b05.jpeg","Stim\r17y11g38b07.jpeg",10,17,2,11,36,38,5,7,2,1,1,1,1.903,1.161,2,"grøn","26_27",2,1,1,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2742","27_2","27","Male",23,"Stim\r12y12g14b26.jpeg","Stim\r15y05g12b10.jpeg",12,15,12,5,14,12,26,10,-2,-1,1,1,1.368,0.975,2,"grøn","26_27",-2,0,0,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2744","27_2","27","Male",23,"Stim\r16y21g04b04.jpeg","Stim\r19y10g06b15.jpeg",16,19,21,10,4,6,4,15,-1,-1,0,0,1.167,1.83,2,"grøn","26_27",2,0,0,"Right_lead","Male","Female","stick",0.282549740467776,0.206987829235359,0.992727508900806,"right"
"2745","28_1","28","Female",23,"Stim\r13y24g05b28.jpeg","Stim\r22y02g34b05.jpeg",13,22,24,2,5,34,28,5,-2,1,0,1,4.382,6.528,1,"rød","26_28",9,0,1,"Right_lead","Female","Female","surrender",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2746","28_1","28","Female",23,"Stim\r13y21g23b09.jpeg","Stim\r14y08g21b39.jpeg",13,14,21,8,23,21,9,39,1,-1,1,0,1.52,3.741,1,"rød","26_28",1,1,0,"Right_lead","Female","Female","surrender",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2748","28_1","28","Female",23,"Stim\r09y15g18b07.jpeg","Stim\r02y10g14b11.jpeg",9,2,15,10,18,14,7,11,1,-1,0,1,1.24,3.581,1,"rød","26_28",-7,1,0,"Right_lead","Female","Female","surrender",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2749","28_1","28","Female",23,"Stim\r09y07g06b09.jpeg","Stim\r11y14g08b23.jpeg",9,11,7,14,6,8,9,23,1,-1,1,0,2.207,2.728,1,"rød","26_28",2,1,0,"Right_lead","Female","Female","surrender",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2750","28_1","28","Female",23,"Stim\r10y03g03b07.jpeg","Stim\r12y07g07b17.jpeg",10,12,3,7,3,7,7,17,1,1,1,1,3.136,3.177,1,"rød","26_28",2,1,1,"Right_lead","Female","Female","stick",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2751","28_1","28","Female",23,"Stim\r14y10g15b15.jpeg","Stim\r10y02g36b05.jpeg",14,10,10,2,15,36,15,5,1,1,0,0,3.058,2.01,1,"rød","26_28",-4,1,1,"Right_lead","Female","Female","stick",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2754","28_1","28","Female",23,"Stim\r13y21g23b09.jpeg","Stim\r04y28g27b06.jpeg",13,4,21,28,23,27,9,6,-1,-1,1,1,1.633,4.31,1,"blå","26_28",-3,0,0,"Right_lead","Female","Female","stick",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2756","28_1","28","Female",23,"Stim\r08y23g10b29.jpeg","Stim\r12y07g16b25.jpeg",8,12,23,7,10,16,29,25,1,1,0,0,1.518,3.46,1,"blå","26_28",-4,1,1,"Right_lead","Female","Female","stick",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2758","28_1","28","Female",23,"Stim\r03y11g01b26.jpeg","Stim\r10y13g07b36.jpeg",3,10,11,13,1,7,26,36,1,1,1,1,1.039,2.91,1,"gul","26_28",2,1,1,"Right_lead","Female","Female","stick",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2762","28_1","28","Female",23,"Stim\r22y23g20b06.jpeg","Stim\r14y20g16b10.jpeg",22,14,23,20,20,16,6,10,1,-1,0,1,1.113,4.066,1,"gul","26_28",-3,1,0,"Right_lead","Female","Female","surrender",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2763","28_1","28","Female",23,"Stim\r09y02g05b02.jpeg","Stim\r21y03g15b37.jpeg",9,21,2,3,5,15,2,37,1,1,1,1,1.252,3.427,1,"gul","26_28",1,1,1,"Right_lead","Female","Female","stick",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2764","28_1","28","Female",23,"Stim\r19y15g35b05.jpeg","Stim\r17y12g19b18.jpeg",19,17,15,12,35,19,5,18,-1,-1,1,1,0.827,2.845,1,"gul","26_28",-3,0,0,"Right_lead","Female","Female","stick",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2765","28_1","28","Female",23,"Stim\r17y11g38b07.jpeg","Stim\r19y10g06b15.jpeg",17,19,11,10,38,6,7,15,-1,-1,1,1,1.037,1.876,1,"gul","26_28",-1,0,0,"Right_lead","Female","Female","stick",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2768","28_1","28","Female",23,"Stim\r15y16g12b03.jpeg","Stim\r12y07g16b25.jpeg",15,12,16,7,12,16,3,25,-1,1,0,1,1.421,2.91,1,"grøn","26_28",4,0,1,"Right_lead","Female","Female","surrender",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2770","28_1","28","Female",23,"Stim\r21y24g16b04.jpeg","Stim\r12y12g14b26.jpeg",21,12,24,12,16,14,4,26,1,1,0,0,0.753,2.194,1,"grøn","26_28",-2,1,1,"Right_lead","Female","Female","stick",0.284709859246631,0.198274824645951,0.908047676461198,"right"
"2772","31_1","31","Male",25,"Stim\r03y06g12b09.jpeg","Stim\r05y40g33b16.jpeg",3,5,6,40,12,33,9,16,-2,1,0,1,6.733,4.182,1,"rød","30_31",2,0,1,"Right_lead","Male","Female","surrender",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2776","31_1","31","Male",25,"Stim\r07y02g03b06.jpeg","Stim\r03y11g01b26.jpeg",7,3,2,11,3,1,6,26,-3,-1,1,1,3.466,3.397,1,"rød","30_31",-4,0,0,"Right_lead","Male","Female","stick",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2778","31_1","31","Male",25,"Stim\r09y06g26b32.jpeg","Stim\r12y09g30b18.jpeg",9,12,6,9,26,30,32,18,-2,1,0,1,1.944,2.336,1,"rød","30_31",3,0,1,"Right_lead","Male","Female","surrender",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2779","31_1","31","Male",25,"Stim\r21y01g04b27.jpeg","Stim\r22y02g34b05.jpeg",21,22,1,2,4,34,27,5,-3,-1,0,0,2.566,2.574,1,"rød","30_31",1,0,0,"Right_lead","Male","Female","stick",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2780","31_1","31","Male",25,"Stim\r10y13g07b36.jpeg","Stim\r11y10g06b19.jpeg",10,11,13,10,7,6,36,19,2,-1,1,0,4.789,1.379,1,"rød","30_31",1,1,0,"Right_lead","Male","Female","surrender",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2781","31_1","31","Male",25,"Stim\r07y06g08b05.jpeg","Stim\r22y35g09b11.jpeg",7,22,6,35,8,9,5,11,-2,1,0,1,2.313,1.612,1,"blå","30_31",6,0,1,"Right_lead","Male","Female","surrender",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2782","31_1","31","Male",25,"Stim\r14y08g21b39.jpeg","Stim\r10y13g07b36.jpeg",14,10,8,13,21,7,39,36,2,1,0,0,3.157,2.502,1,"blå","30_31",-3,1,1,"Right_lead","Male","Female","stick",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2784","31_1","31","Male",25,"Stim\r22y02g34b05.jpeg","Stim\r02y19g24b04.jpeg",22,2,2,19,34,24,5,4,2,-1,0,1,3.169,1.423,1,"blå","30_31",-1,1,0,"Right_lead","Male","Female","surrender",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2785","31_1","31","Male",25,"Stim\r07y14g27b22.jpeg","Stim\r13y33g08b23.jpeg",7,13,14,33,27,8,22,23,-3,-1,0,0,2.549,3.697,1,"blå","30_31",1,0,0,"Right_lead","Male","Female","stick",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2786","31_1","31","Male",25,"Stim\r13y33g08b23.jpeg","Stim\r11y10g06b19.jpeg",13,11,33,10,8,6,23,19,2,-1,0,1,2.261,1.383,1,"blå","30_31",-4,1,0,"Right_lead","Male","Female","surrender",0.161202188749056,0.199213435068493,1.01375828070299,"right"
"2787","31_1","31","Male",25,"Stim\r10y27g22b14.jpeg","Stim\r14y20g16b10.jpeg",10,14,27,20,22,16,14,10,2,1,0,0,2.201,2.733,1,"blå","30_31",-4,1,1,"Right_lead","Male","Female","stick",0.161202188749056,0.199213435068493,1.01375828070299,"right"
